,review,final_text,label
19829,Perfect gift idea. Delivery was speedy and packaging was great. 😍,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
19830,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
19831,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
19832,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
19833,"Top-notch quality, exactly what I needed. 😊",topnotchqualityexactlywhatIneed,{2}
19834,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
19835,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
19836,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
19837,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
19838,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
19839,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
19840,Muy buena relación calidad-precio. Repetiré la compra. !!!,muybuenarelacióncalidadpreciorepetirélacompra,{2}
19841,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
19842,"Livraison soignée, produit de qualité. Recommande fortement.",livraisonsoignéeproduitdequalitérecommandefortement,{2}
19843,Fairly standard. Met my basic expectations.,fairlystandardmeetmybasicexpectation,{1}
19844,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
19845,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
19846,PRODUCT arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
19847,¡Me encanta este producto! lo mejor que he comprado este AÑO.,Iencantaesteproductolomejorquehecompradoesteaño,{2}
19848,PRODUKT ist okay. Lieferung dauerte etwas länger.,produktistokaylieferungdauerteetwaläng,{1}
19849,"Excelente producto, lo recomendaría sin dudarlo.",excelenteproductolorecomendaríasindudarlo,{2}
19850,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
19851,Vraiment impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
19852,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
19853,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
19854,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
19855,"Sehr schönes Produkt, die ganze FAMILIE ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
19856,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
19857,Great value for money. Highly recommend to everyone.,greatvalueformoneyhighlyrecommendtoeveryone,{2}
19858,"Belle qualité, prix raisonnable. Très bonne expérience D'ACHAT. 😊",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
19859,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
19860,Does the job. Not amazing but not bad either.,dothejobnotamazingbutnotbadeither,{2}
19861,Dans la moyenne. Rien ne m'a particulièrement déçu ou impressionné.,danslamoyenneriennemaparticulièrementdéçuouimpressionné,{2}
19862,Utterly useless product. Straight in the bin.,utterlyuselessproductstraightinthebin,0
19863,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
19864,Awful. Returned it immediately. Complete waste of money.,awfulreturnitimmediatelycompletewasteofmoney,0
19865,Geht so. Erfüllt seinen Zweck AUSREICHEND.,gehtsoerfülltseinenzweckausreichend,{1}
19866,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
19867,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
19868,Llegó dañado y el proceso de devolución fue una pesadilla.,llegódañadoyelprocesodedevoluciónfueunapesadilla,{2}
19869,Does the job. Not amazing but not bad either. !!!,dothejobnotamazingbutnotbadeither,{1}
19870,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
19871,Très déçu par la qualité. Je ne recommande pas.,trèsdéçuparlaqualitéjenerecommandepas,0
19872,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
19873,Produit de très bonne qualité. Je RECOMMANDE sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
19874,Muy buena relación calidad-precio. Repetiré LA compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
19875,Fantastic item! Exceeded all my expectations.!,fantasticitemexceedallmyexpectation,{2}
19876,"Qualité moyenne, rien d'exceptionnel mais ça fonctionne.",qualitémoyenneriendexceptionnelmaisçafonctionne,{1}
19877,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
19878,Un desastre absoluto. Lo devolví inmediatamente.,undesastreabsolutolodevolvíinmediatamente,0
19879,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
19880,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
19881,Utterly useless product. Straight in the bin.,utterlyuselessproductstraightinthebin,0
19882,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,0
19883,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
19884,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
19885,Je suis vraiment content de cet achat. JE recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
19886,"Produit reçu rapidement, bien emballé et conforme. Parfait.",produitreçurapidementbienemballéetconformeparfait,{2}
19887,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
19888,Very disappointed. Nothing like the photos on the listing.,verydisappointednothinglikethephotoonthelisting,0
19889,Pasable. Hay mejores opciones en el mercado. !!!,pasablehaymejoreopcioneenelmercado,{1}
19890,"Average product, nothing to write HOME about.",averageproductnothingtowritehomeabout,{1}
19891,Decent enough. Not sure I would buy it again THOUGH.,decentenoughnotsureIwouldbuyitagainthough,{1}
19892,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
19893,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
19894,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
19895,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
19896,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
19897,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
19898,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
19899,Livraison rapide ET produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
19900,"Speedy delivery, well packaged, and exactly as described.",speedydeliverywellpackageandexactlyasdescribe,{2}
19901,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
19902,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
19903,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
19904,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
19905,"Très bon produit, fonctionne PARFAITEMENT. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
19906,Great value for money. Highly recommend to everyone.,greatvalueformoneyhighlyrecommendtoeveryone,{2}
19907,In Ordnung. Bin weder begeistert noch enttäuscht.,inordnungbinwederbegeistertnochenttäuscht,{1}
19908,Produit basique. Satisfait à moitié.,produitbasiquesatisfaitàmoitié,{1}
19909,Terrible experience. The item arrived broken and support was useless.,terribleexperiencetheitemarrivebreakandsupportbeuseless,0
19910,"Perfecto, nada que reprochar. Volvería a comprar. 😊",perfectonadaquereprocharvolveríaacomprar,{2}
19911,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
19912,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
19913,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
19914,Fantastic item! Exceeded all my EXPECTATIONS.,fantasticitemexceedallmyexpectation,{2}
19915,"Produit reçu rapidement, bien emballé et conforme. Parfait.",produitreçurapidementbienemballéetconformeparfait,{2}
19916,Producto básico. Cumple su función sin más.,productobásicocumplesufunciónsinmás,{1}
19917,Shipping took three weeks and the ITEM was damaged. 1 star.,shippingtakethreeweekandtheitembedamage1star,0
19918,Me ha sorprendido gratamente. MUY buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
19919,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
19920,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
19921,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
19922,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
19923,VRAIMENT impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
19924,"Mauvaise qualité, ne ressemble pas du tout aux photos.",mauvaisequaliténeressemblepasdutoutauxphoto,0
19925,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
19926,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
19927,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
19928,"Sehr schönes Produkt, die ganze Familie ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
19929,Broken on arrival. Return process was a nightmare.,breakonarrivalreturnprocessbeanightmare,0
19930,Llegó EN perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
19931,Hervorragende Qualität. Würde ich sofort wieder kaufen.,hervorragendequalitätwürdeichsofortwiederkaufen,{2}
19932,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
19933,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
19934,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
19935,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
19936,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
19937,Producto básico. Cumple su función sin más.,productobásicocumplesufunciónsinmás,{2}
19938,Item never arrived. Complete scam. Avoid at all costs.,itemneverarrivecompletescamavoidatallcost,{2}
19939,"TOP-NOTCH quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{1}
19940,Wunderbar! Genau was ich gesucht habe.,wunderbargenaubeichgesuchthabe,{2}
19941,I'VE used better products but this one is functional.,Iveusewellproductbutthisonebefunctional,{1}
19942,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
19943,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder!",sehrgutesproduktbinsehrzufriedengernewieder,{2}
19944,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,{1}
19945,"Speedy delivery, well packaged, and exactly as described. 😊",speedydeliverywellpackageandexactlyasdescribe,{2}
19946,Calidad premium a un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
19947,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
19948,Awful. Returned it immediately. Complete waste of money.,awfulreturnitimmediatelycompletewasteofmoney,0
19949,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
19950,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
19951,Excelente calidad Y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
19952,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
19953,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
19954,La peor compra de mi vida. Calidad lamentable.,lapeorcomprademividacalidadlamentable,0
19955,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
19956,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
19957,Très déçu par la qualité. Je ne recommande pas.,trèsdéçuparlaqualitéjenerecommandepas,0
19958,"Correcto, aunque el envío tardó más de lo indicado.",correctoaunqueelenvíotardómásdeloindicado,{1}
19959,"Funciona, aunque la calidad deja algo que desear.",funcionaaunquelacalidaddejaalgoquedesear,{1}
19960,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
19961,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,{2}
19962,"Funktioniert wie beschrieben. Nicht mehr, nicht weniger.",funktioniertwiebeschriebennichtmehrnichtweniger,{1}
19963,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
19964,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
19965,"Moyen. Le produit fait ce qu'il doit faire, ni plus ni moins. 😍",moyenleproduitfaitcequildoitfaireniplusnimoin,{1}
19966,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
19967,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
19968,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
19969,Sehr enttäuscht. Das Produkt ist kaputt angekommen.,sehrenttäuschtdasproduktistkaputtangekomman,0
19970,"Ganz in Ordnung. Nicht besonders, aber es erfüllt seinen Zweck.",ganzinordnungnichtbesonderabereserfülltseinenzweck,{1}
19971,"Solide, aber unremarkabel. Würde ich nicht unbedingt empfehlen.",solideaberunremarkabelwürdeichnichtunbedingtempfehlen,{2}
19972,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
19973,Great value for money. Highly recommend to everyone.,greatvalueformoneyhighlyrecommendtoeveryone,{2}
19974,"Solid build, attractive design, works as advertised. LOVE it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
19975,Great value for money. Highly recommend to EVERYONE.,greatvalueformoneyhighlyrecommendtoeveryone,{2}
19976,"Schlechte Qualität, sieht gar nicht so aus wie auf den Fotos.",schlechtequalitätsiehtgarnichtsoauswieaufdenfoto,{2}
19977,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
19978,¡Me encanta este producto! lo mejor que he comprado este año.,Iencantaesteproductolomejorquehecompradoesteaño,{2}
19979,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
19980,Waste of money. Don't buy this product. 😊,wasteofmoneydonotbuythisproduct,0
19981,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
19982,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
19983,Terrible experience. The item arrived broken and support was useless.!,terribleexperiencetheitemarrivebreakandsupportbeuseless,0
19984,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
19985,Fairly standard. Met my basic expectations.!,fairlystandardmeetmybasicexpectation,{1}
19986,Does the job. Not amazing but not bad either.,dothejobnotamazingbutnotbadeither,{1}
19987,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
19988,It's alright. Nothing to complain about really.,itsalrightnothingtocomplainaboutreally,{1}
19989,"Mauvaise qualité, ne ressemble pas du tout aux photos.!",mauvaisequaliténeressemblepasdutoutauxphoto,0
19990,Produit basique. Satisfait à moitié.,produitbasiquesatisfaitàmoitié,{1}
19991,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
19992,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
19993,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,{2}
19994,Service client catastrophique. Jamais plus!,serviceclientcatastrophiquejamaisplus,0
19995,LIVRAISON rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
19996,Poor quality. Fell apart after two days of normal use.,poorqualityfallapartaftertwodayofnormaluse,{2}
19997,Skandalöse Qualität. Definitiv nicht seinen Preis wert.,skandalösequalitätdefinitivnichtseinenpreiswert,0
19998,Livraison lente MAIS le produit est conforme. Acceptable.,livraisonlentemaisleproduitestconformeacceptable,{1}
19999,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
20000,"Brauchbar, aber nichts Besonderes. Drei Sterne.",brauchbarabernichtbesonderedreisterne,{1}
20001,Skandalöse Qualität. Definitiv nicht seinen Preis wert.,skandalösequalitätdefinitivnichtseinenpreiswert,0
20002,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
20003,Très mauvaise expérience. Je demande un remboursement.,trèsmauvaiseexpériencejedemandeunremboursement,0
20004,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
20005,"Solide, aber unremarkabel. Würde ich nicht unbedingt empfehlen.",solideaberunremarkabelwürdeichnichtunbedingtempfehlen,{1}
20006,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
20007,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
20008,Wunderbar! Genau was ich gesucht habe.,wunderbargenaubeichgesuchthabe,{2}
20009,Produit de très bonne qualité. Je recommande sans hésitation. 😍,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
20010,"Correcto, aunque el envío tardó más de lo indicado.",correctoaunqueelenvíotardómásdeloindicado,{2}
20011,"Solid build, attractive design, works AS advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
20012,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
20013,Poor quality. Fell apart after two days of normal use.,poorqualityfallapartaftertwodayofnormaluse,0
20014,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
20015,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
20016,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
20017,Très déçu par la qualité. Je NE recommande pas.,trèsdéçuparlaqualitéjenerecommandepas,0
20018,Item never arrived. Complete scam. Avoid at all costs.,itemneverarrivecompletescamavoidatallcost,0
20019,"Parfait! Rien à redire, je commande à nouveau.",parfaitrienàredirejecommandeànouveau,{2}
20020,Product is as described. Shipping took longer than expected.,productbeasdescribeshippingtakelongthanexpect,{1}
20021,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
20022,Llegó dañado y el proceso de devolución fue una pesadilla.,llegódañadoyelprocesodedevoluciónfueunapesadilla,0
20023,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,{2}
20024,Acceptable quality. Could be improved. 👍,acceptablequalitycouldbeimprove,{1}
20025,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
20026,Aceptable para el precio. No esperes calidad premium.,aceptableparaelprecionoesperecalidadpremium,{1}
20027,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
20028,Ausgezeichnetes Produkt. ÜBERTRIFFT alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
20029,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder!",sehrgutesproduktbinsehrzufriedengernewieder,{2}
20030,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
20031,Dans la moyenne. Rien ne m'a particulièrement déçu ou impressionné.,danslamoyenneriennemaparticulièrementdéçuouimpressionné,{1}
20032,Livraison rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
20033,This is genuinely one of the best products I have bought online.!,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
20034,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
20035,Délai de livraison excessif et produit endommagé. 1 étoile. !!!,délaidelivraisonexcessifetproduitendommagé1étoile,0
20036,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
20037,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
20038,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
20039,Okay for the price. Don't expect premium quality.,okayforthepricedonotexpectpremiumquality,{1}
20040,Do NOT buy this. Cheap rubbish that breaks immediately.,donotbuythischeaprubbishthatbreakimmediately,0
20041,Tolle Qualität und super PREIS-LEISTUNGS-VERHÄLTNIS. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
20042,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
20043,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
20044,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
20045,Regular tirando a bien. Cumple con lo básico.,regulartirandoabiencumpleconlobásico,{1}
20046,"Qualité moyenne, rien d'exceptionnel mais ça fonctionne.",qualitémoyenneriendexceptionnelmaisçafonctionne,{1}
20047,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
20048,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
20049,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
20050,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
20051,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
20052,"Perfecto, nada que reprochar. Volvería a COMPRAR.",perfectonadaquereprocharvolveríaacomprar,{2}
20053,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
20054,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
20055,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
20056,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
20057,Muy buena relación calidad-precio. Repetiré LA compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
20058,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
20059,"Amazing product, my whole family LOVES it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
20060,Muy buena relación calidad-precio. Repetiré la compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
20061,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
20062,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
20063,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
20064,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
20065,La peor compra de mi vida. Calidad lamentable. 👍,lapeorcomprademividacalidadlamentable,0
20066,Perfekte Verarbeitung. Sieht noch BESSER aus als auf dem Foto.,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
20067,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
20068,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
20069,"Not bad, not great. Does what it needs to do.",notbadnotgreatdowhatitneedtodo,{1}
20070,Calidad excepcional para el precio. Muy recomendable.,calidadexcepcionalparaelpreciomuyrecomendable,{2}
20071,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
20072,Wunderbar! Genau was ich gesucht habe.,wunderbargenaubeichgesuchthabe,{2}
20073,Calidad premium A un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
20074,Vraiment impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
20075,No vale lo que cuesta. Completa pérdida de dinero.,novaleloquecuestacompletapérdidadedinero,0
20076,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
20077,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{2}
20078,Ich liebe dieses PRODUKT! ⭐⭐⭐,ichliebediesisprodukt,{2}
20079,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
20080,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
20081,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
20082,"Excelente producto, lo recomendaría sin dudarlo.",excelenteproductolorecomendaríasindudarlo,{2}
20083,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
20084,Arnaque! Produit jamais reçu. Évitez absolument. 😊,arnaqueproduitjamaisreçuévitezabsolument,{2}
20085,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
20086,Super Qualität! Schnelle LIEFERUNG. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
20087,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
20088,"Speedy delivery, well packaged, and exactly as described. ⭐",speedydeliverywellpackageandexactlyasdescribe,{2}
20089,Muy buena relación calidad-precio. Repetiré la compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
20090,Outstanding customer experience from start to finish.!,outstandingcustomerexperiencefromstarttofinish,{2}
20091,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
20092,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
20093,Dans la moyenne. Rien ne m'a particulièrement déçu ou impressionné.!,danslamoyenneriennemaparticulièrementdéçuouimpressionné,{1}
